sentence	label
Engga pernah beruntung. Entah gimana cara pemilihan pemenang nya juga engga transparan. Jadi seperti kaya php. Sedih	misuh
Saldo saya dikembaliinnya hanya setengah . Saya ikutan 2. Aturan yang di dikembaliin 24000  tapi ini hanya 12 ribu @bukalapak	transaksi
saldo dlm buka emas emang balik gaess tp cairnya lama bisa sampai 1x24 jam lebih.....	transaksi
Apakah pemenang di acak atau siapa yang cepat dia yang dapat? Mohon untuk penjelasan nya	produk
@ummulkhaeryy katanya saldo berbentuk saldo emas.. Tpi saldo emas gw tatap nol.	transaksi
Pengembaliannya kok ngak smua barang.. Ada yg ngak d kembaliin. 😭	transaksi
Ngecek buka emasnya gmn sih biar tau udh masuk apa blm dana dr pmbelian yg kmrin meleset ya.	produk
@cartika36 siap kk, dan slalu siap menanti terpilih😢😅🎊	lainnya
@ullah_095 kita coba tnggu 2hari dulu gan maklum yg ikut seindonesia 😁	lainnya
@faiiiiiq sory bro gak baca s&k kalo tau mah kita gak ikut serbu	lainnya
Sy coba ikut event ini tp meleset, sedangkan saldo gk balik	transaksi
@yoga_astria klik jual selesai	lainnya
@kinghafizm cara jual emasnya gimana?	produk
@bukalapak gimana caranya buka emas ke buka dompet	produk
@fahru_muhamad sudah ada keterangannya om	lainnya
@arya_xchua Hai, kami bantu konfirmasi melalui DM, ya :)	servis
Belum balik ke saldo buka emas ya min ,masih nunggu ya, tak kira ada korupsi wkkwkw	lainnya
@duwi_c5xx emas nya di jual .	lainnya
@cartika36 sama dengan saya	lainnya
Danaku hilan 12.000.entah kmna @bukalapak	transaksi
Terus bagaimana cara mengembalikan saldo buka emas ke buka dompet	produk
Please kasih ke Gw, buat modal nikah @bukalapak	lainnya
Min saya ikut serbu seru tiga item saya ikut, terus ga terpilih tapi kenapa dananya yg di balikin cuma 2 item, yg satu lagi nelum di balikin...	transaksi
@kinghafizm Hai, perihal pengembalian Serbu Seru BukaEmas kamu, apabila kamu belum terpilih untuk serbu seru BukaEmas, maka kamu akan menerima pengembalian uang dalam bentuk saldo BukaEmas yang akan diterima dalam waktu maksimal 2x24 jam, ya.	transaksi
@bukalapak rugi dong kita bayar pake buka dana kenapa gak di refund ke buka dana aja sih?	produk
Belum di balikin .saya cek ke buka emas jg ga ada .	transaksi
@bukalapak untuk saldo Bukaemas bisa di pindahkan ke saldo yang biasa atau tidak iya atau  bisa di tarik tunai tidak iya dan kalau tidak bisa,gunanya saldo bukaemas buat apah iya ...?? @bukalapak  mohon pencerahan nya 🙏	produk
@bukalapak baik terima kasih @bukalapak atas penjelasannya	produk
@_faisalfarizi Hai, perihal pengembalian Serbu Seru BukaEmas kamu, apabila kamu belum terpilih untuk serbu seru BukaEmas, maka kamu akan menerima pengembalian uang dalam bentuk saldo BukaEmas yang akan diterima dalam waktu maksimal 2x24 jam, ya.	produk
Kenapa serbu seru emas belum di refund juga??	transaksi
@cartika36 Hai, perihal pengembalian Serbu Seru BukaEmas kamu, apabila kamu belum terpilih untuk serbu seru BukaEmas, maka kamu akan menerima pengembalian uang dalam bentuk saldo BukaEmas yang akan diterima dalam waktu maksimal 2x24 jam, ya.	produk
Apa cuma saya disini mleset tp duit ga balik, masuk ke buka emas tp saldo buka emas kosong? Tolong penjelasannya guru @bukalapak	produk
@bashexecutive_ iyaa bang, saya nunggu konfirmasi dari pihak @bukalapak 😘	lainnya
@bukalapak nah terus langkah selanjutnya gmn? ini kan udh ada detail transaksi , trus gmn lg min yg udh kita bayar?	transaksi
Meleset .... Coba lagi # pantang menyerah	lainnya
Min mo tanya klo dpt refund4% sdh cek dimenu bukaemas di transaksi, apakah emas tersebut dikirim kan ato hanya dalam saldo?	produk
nomor cutumer service  buka lapak berapa ya?	servis
@bukalapak udah min, tapi nominalnya gk 12rb ya min 😁, padahal infonya refund 12rb + Cash back 4%, mohon maaf jika kalau saya salah baca info ya min 🙏	transaksi
@alventbudi Hai, silakan kamu bisa buka fitur Bukaemas di aplikasi Bukalapak, ya. Untuk cek saldo Bukaemasnya, silakan kamu bisa klik pada "Transaksi".	produk
@vatah_black_kingdom ada kok...	lainnya
@bukalapak halaman buka emas nya kita cari di kolom search ya min?	produk
@bukalapak wah baik min, saya check dulu yaa, terimakasih sudah direspawn 🙏, saya masih awam min soal serbu12ribu	transaksi
@alventbudi Baik, silakan kamu bisa melihat saldo dari investasi BukaEmas kamu pada aplikasi Bukalapak melalui halaman BukaEmas dan di Tab Transaksi, ya.	produk
@griezzly456 jgn 3 tp 1 juta pemenang😂😂😂😂	lainnya
@niadah_gea myerbu jomblo aj mgkn ad yg nyangkut boss ku😁🙏	lainnya
@devstalo eh iya bg, cek saldo bukaemas yang bakalan di refund dimana ya?	produk
@bukalapak kira2 brp x 24 jam ya???? Min baliknya 12 rb nya	transaksi
@bukalapak terima kasih infonya mimin, gk nyangka direspawn 😂	lainnya
@bukalapak blm masuk masih 59 perak di no. 085700040001	transaksi
@alventbudi Hai, jika yang kamu maksud adalah pengembalian dana Serbu Seru untuk Emas 50gr, kami infokan pengembalian dananya akan dikembalikan dalam bentuk saldo BukaEmas dan diproses maksimal 2x24 jam kerja, ya. Silakan kamu bisa lakukan pengecekan secara berkala pada saldo BukaEmas kamu.	transaksi
@bukalapak min cek DM saya dong..😢	servis
@yantinong buka hastag #serbuseru ada banyak testi om	lainnya
Mohon bantuan nya admin buka lapak saya ikutan serbu seru tapi uang blm kembali	transaksi
Admin.. uang di bukadana hilang gak ke refund semua bagaimana?	transaksi
Cara refund Cash back bukaemas gimana yaa, abang2 dan kakak2 ada yang tau?	produk
serbu emas klo meleset uang kembali dlm bentuk saldo emas,mang sih balik tp koq saldo buka emas nya masih kosong,cuma notif doank....min..min..jawab donk...	transaksi
Saldo buka emas nya ga bisa dipake lagi buat serbu seru bisa dicairin ga? kalo ga bisa mengendap mubazir min 😞😞😞😞😞	produk
Setiap ikutan serbu Bukalapak pasti meleset terus caranya biar dapet itu  pake trik atau gmn sih kok slalu meleset Mulu #bukalapakuntukindonesia	lainnya
@resiacristy oh gitu.. baru tau	lainnya
@alvaronovariansya gan saldo bukaemas itu dimana? Karena saya mau ikut serbu seru tapi ga kembali kesaldo😢😢	produk
@sheralovato nih postingan dan caption segede gini 🤭🤭🤭😂😂😂.. wkwkwk	lainnya
ada notif pembayaran utk saldo buka emas berhasil tp koq saldo emasku masih kosong?,gimana ni admin...	transaksi
Punyaku meleset, di BukaEmas juga ga ada, gimana dong min..😢	produk
@yantinong kalau gue udah mundur,hanya sampai 500 kali saja,gak dapat apa2,yang ada saya jadi penyakit maag,jadi sering begadang 😂😂	lainnya
@gustavaofficial16 akun baru jg melese terus bos. Diboongin	lainnya
@dieanaza samaa...kok gtu ya	lainnya
@vatah_black_kingdom mungkin yg menang kaga punya IG 😂	lainnya
